Segment,Protein Name,Sequence Accession,Complete Genome,Segment Length,Subtype,Collection Date,Host Species,Country,State/Province,Flu Season,Strain Name
7,"M1,M2",CY133786,Yes,1002,H5N9,11/16/2010,IRD:Mallard/Avian,USA,Missouri,10-11,A/mallard/Missouri/10MO084/2010
5,NP,CY133376,Yes,1540,H9N2,12/12/2010,IRD:Mallard/Avian,USA,Missouri,10-11,A/mallard/Missouri/10OS4670/2010
4,HA,CY133373,Yes,1683,H9N2,12/12/2010,IRD:Mallard/Avian,USA,Missouri,10-11,A/mallard/Missouri/10OS4670/2010
8,"NS1,NS2",CY133377,Yes,855,H9N2,12/12/2010,IRD:Mallard/Avian,USA,Missouri,10-11,A/mallard/Missouri/10OS4670/2010
6,NA,CY133375,Yes,1442,H9N2,12/12/2010,IRD:Mallard/Avian,USA,Missouri,10-11,A/mallard/Missouri/10OS4670/2010
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY133378,Yes,2208,H9N2,12/12/2010,IRD:Mallard/Avian,USA,Missouri,10-11,A/mallard/Missouri/10OS4670/2010
1,PB2,CY133380,Yes,2316,H9N2,12/12/2010,IRD:Mallard/Avian,USA,Missouri,10-11,A/mallard/Missouri/10OS4670/2010
7,"M1,M2",CY133374,Yes,1002,H9N2,12/12/2010,IRD:Mallard/Avian,USA,Missouri,10-11,A/mallard/Missouri/10OS4670/2010
2,"PB1,PB1-F2,PB1-N40",CY133379,Yes,2316,H9N2,12/12/2010,IRD:Mallard/Avian,USA,Missouri,10-11,A/mallard/Missouri/10OS4670/2010
2,"PB1,PB1-F2,PB1-N40",CY166929,Yes,2316,H5N2,11/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS4987/2011
5,NP,CY166926,Yes,1540,H5N2,11/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS4987/2011
1,PB2,CY166930,Yes,2307,H5N2,11/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS4987/2011
7,"M1,M2",CY166924,Yes,1002,H5N2,11/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS4987/2011
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY166928,Yes,2208,H5N2,11/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS4987/2011
8,"NS1,NS2",CY166927,Yes,865,H5N2,11/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS4987/2011
6,NA,CY166925,Yes,1439,H5N2,11/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS4987/2011
4,HA,CY166923,Yes,1743,H5N2,11/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS4987/2011(H5N2)
7,"M1,M2",CY166932,Yes,1002,H6N2,12/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS6301/2011
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY166936,Yes,2208,H6N2,12/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS6301/2011
6,NA,CY166933,Yes,1439,H6N2,12/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS6301/2011
4,HA,CY166931,Yes,1719,H6N2,12/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS6301/2011
2,"PB1,PB1-F2,PB1-N40",CY166937,Yes,2316,H6N2,12/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS6301/2011
1,PB2,CY166938,Yes,2307,H6N2,12/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS6301/2011
5,NP,CY166934,Yes,1540,H6N2,12/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS6301/2011
8,"NS1,NS2",CY166935,Yes,865,H6N2,12/14/2011,IRD:Mallard/Avian,USA,Missouri,11-12,A/mallard/Missouri/11OS6301/2011(H6N2)
1,PB2,CY097597,Yes,2316,H6N2,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/129/2009(H6N2)
8,"NS1,NS2",CY097594,Yes,865,H6N2,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/129/2009(H6N2)
6,NA,CY097592,Yes,1442,H6N2,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/129/2009(H6N2)
2,"PB1,PB1-F2,PB1-N40",CY097596,Yes,2316,H6N2,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/129/2009(H6N2)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY097595,Yes,2208,H6N2,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/129/2009(H6N2)
7,"M1,M2",CY097591,Yes,1002,H6N2,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/129/2009(H6N2)
5,NP,CY097593,Yes,1531,H6N2,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/129/2009(H6N2)
4,HA,CY097590,Yes,1710,H6N2,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/129/2009(H6N2)
2,"PB1,PB1-F2,PB1-N40",CY097604,Yes,2311,H2N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/132/2009(H2N3)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY097603,Yes,2208,H2N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/132/2009(H2N3)
6,NA,CY097600,Yes,1428,H2N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/132/2009(H2N3)
4,HA,CY097598,Yes,1747,H2N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/132/2009(H2N3)
1,PB2,CY097605,Yes,2307,H2N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/132/2009(H2N3)
7,"M1,M2",CY097599,Yes,1002,H2N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/132/2009(H2N3)
5,NP,CY097601,Yes,1530,H2N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/132/2009(H2N3)
8,"NS1,NS2",CY097602,Yes,865,H2N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/132/2009(H2N3)
8,"NS1,NS2",CY097626,Yes,865,H7N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/220/2009(H7N3)
4,HA,CY097622,Yes,1706,H7N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/220/2009(H7N3)
7,"M1,M2",CY097623,Yes,1002,H7N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/220/2009(H7N3)
2,"PB1,PB1-F2,PB1-N40",CY097628,Yes,2314,H7N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/220/2009(H7N3)
6,NA,CY097624,Yes,1425,H7N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/220/2009(H7N3)
5,NP,CY097625,Yes,1540,H7N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/220/2009(H7N3)
1,PB2,CY097629,Yes,2307,H7N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/220/2009(H7N3)
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",CY097627,Yes,2201,H7N3,12/07/2009,IRD:Mallard/Avian,USA,Missouri,09-10,A/mallard/Missouri/220/2009(H7N3)
5,NP,CY097096,Yes,1541,H11N9,12/06/2009,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/350/2009
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY097098,Yes,2208,H11N9,12/06/2009,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/350/2009
8,"NS1,NS2",CY097097,Yes,865,H11N9,12/06/2009,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/350/2009
6,NA,CY097095,Yes,1422,H11N9,12/06/2009,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/350/2009
1,PB2,CY097100,Yes,2307,H11N9,12/06/2009,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/350/2009
7,"M1,M2",CY097094,Yes,1002,H11N9,12/06/2009,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/350/2009
4,HA,CY097093,Yes,1718,H11N9,12/06/2009,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/350/2009
2,"PB1,PB1-F2,PB1-N40",CY097099,Yes,2304,H11N9,12/06/2009,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/350/2009
2,"PB1,PB1-F2,PB1-N40",KF424120,Yes,2317,H1N1,2007,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/466554-14/2007
4,HA,KF424122,Yes,1710,H1N1,2007,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/466554-14/2007
1,PB2,KF424119,Yes,2314,H1N1,2007,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/466554-14/2007
5,NP,KF424123,Yes,1503,H1N1,2007,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/466554-14/2007
7,"M1,M2",KF424125,Yes,1002,H1N1,2007,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/466554-14/2007
8,"NS1,NS2",KF424126,Yes,864,H1N1,2007,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/466554-14/2007
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",KF424121,Yes,2160,H1N1,2007,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/466554-14/2007
6,NA,KF424124,Yes,1419,H1N1,2007,IRD:Mallard/Avian,USA,Missouri,-N/A-,A/mallard/Missouri/466554-14/2007
8,"NS1,NS2",KU290067,Yes,865,H7N3,09/16/2009,IRD:Mallard/Avian,USA,Montana,08-09,A/mallard/Montana/A00750842/2009
4,HA,KU290063,Yes,1706,H7N3,09/16/2009,IRD:Mallard/Avian,USA,Montana,08-09,A/mallard/Montana/A00750842/2009
7,"M1,M2",KU290064,Yes,1027,H7N3,09/16/2009,IRD:Mallard/Avian,USA,Montana,08-09,A/mallard/Montana/A00750842/2009
2,"PB1,PB1-F2,PB1-N40",KU290069,Yes,2307,H7N3,09/16/2009,IRD:Mallard/Avian,USA,Montana,08-09,A/mallard/Montana/A00750842/2009
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",KU290068,Yes,2208,H7N3,09/16/2009,IRD:Mallard/Avian,USA,Montana,08-09,A/mallard/Montana/A00750842/2009
1,PB2,KU290070,Yes,2307,H7N3,09/16/2009,IRD:Mallard/Avian,USA,Montana,08-09,A/mallard/Montana/A00750842/2009
6,NA,KU290065,Yes,1422,H7N3,09/16/2009,IRD:Mallard/Avian,USA,Montana,08-09,A/mallard/Montana/A00750842/2009
5,NP,KU290066,Yes,1565,H7N3,09/16/2009,IRD:Mallard/Avian,USA,Montana,08-09,A/mallard/Montana/A00750842/2009
6,NA,KU290073,Yes,1453,H7N3,11/28/2009,IRD:Mallard/Avian,USA,Nebraska,09-10,A/mallard/Nebraska/A00709657/2009
2,"PB1,PB1-F2,PB1-N40",KU290077,Yes,2316,H7N3,11/28/2009,IRD:Mallard/Avian,USA,Nebraska,09-10,A/mallard/Nebraska/A00709657/2009
4,HA,KU290071,Yes,1706,H7N3,11/28/2009,IRD:Mallard/Avian,USA,Nebraska,09-10,A/mallard/Nebraska/A00709657/2009
3,"PA,PA-N155,PA-N182,PA-X protein(+61)",KU290076,Yes,2208,H7N3,11/28/2009,IRD:Mallard/Avian,USA,Nebraska,09-10,A/mallard/Nebraska/A00709657/2009
8,"NS1,NS2",KU290075,Yes,865,H7N3,11/28/2009,IRD:Mallard/Avian,USA,Nebraska,09-10,A/mallard/Nebraska/A00709657/2009
1,PB2,KU290078,Yes,2316,H7N3,11/28/2009,IRD:Mallard/Avian,USA,Nebraska,09-10,A/mallard/Nebraska/A00709657/2009
5,NP,KU290074,Yes,1565,H7N3,11/28/2009,IRD:Mallard/Avian,USA,Nebraska,09-10,A/mallard/Nebraska/A00709657/2009
7,"M1,M2",KU290072,Yes,1027,H7N3,11/28/2009,IRD:Mallard/Avian,USA,Nebraska,09-10,A/mallard/Nebraska/A00709657/2009
6,NA,CY138658,Yes,1413,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00324/2010
5,NP,CY138659,Yes,1531,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00324/2010
1,PB2,CY138663,Yes,2307,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00324/2010
2,"PB1,PB1-F2,PB1-N40",CY138662,Yes,2316,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00324/2010
8,"NS1,NS2",CY138660,Yes,865,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00324/2010
7,"M1,M2",CY138657,Yes,1002,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00324/2010
4,HA,CY138656,Yes,1746,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00324/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138661,Yes,2201,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00324/2010
2,"PB1,PB1-F2,PB1-N40",CY138686,Yes,2293,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00329/2010
5,NP,CY138683,Yes,1531,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00329/2010
7,"M1,M2",CY138681,Yes,1002,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00329/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138685,Yes,2195,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00329/2010
8,"NS1,NS2",CY138684,Yes,865,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00329/2010
1,PB2,CY138687,Yes,2307,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00329/2010
4,HA,CY138680,Yes,1746,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00329/2010
6,NA,CY138682,Yes,1422,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00329/2010
6,NA,CY138691,Yes,1422,(N1),08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
2,"PB1,PB1-F2,PB1-N40",CY138697,Yes,2311,mixed,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138696,Yes,2201,mixed,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
8,"NS1,NS2",CY138695,Yes,865,mixed,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
4,HA,CY138688,Yes,1746,(H1),08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
1,PB2,CY138699,Yes,2316,mixed,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
8,"NS1,NS2",CY138694,Yes,853,mixed,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
1,PB2,CY138698,Yes,2316,mixed,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
6,NA,CY138692,Yes,1413,(N8),08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
4,HA,CY138689,Yes,1740,(H3),08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
7,"M1,M2",CY138690,Yes,1002,mixed,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
5,NP,CY138693,Yes,1531,mixed,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00330/2010
5,NP,CY138740,Yes,1531,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00337/2010
4,HA,CY138737,Yes,1746,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00337/2010
8,"NS1,NS2",CY138741,Yes,853,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00337/2010
2,"PB1,PB1-F2,PB1-N40",CY138743,Yes,2316,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00337/2010
1,PB2,CY138744,Yes,2307,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00337/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138742,Yes,2201,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00337/2010
6,NA,CY138739,Yes,1422,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00337/2010
7,"M1,M2",CY138738,Yes,1002,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00337/2010
6,NA,CY138747,Yes,1413,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00339/2010
4,HA,CY138745,Yes,1746,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00339/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138750,Yes,2195,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00339/2010
1,PB2,CY138752,Yes,2307,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00339/2010
8,"NS1,NS2",CY138749,Yes,853,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00339/2010
5,NP,CY138748,Yes,1531,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00339/2010
7,"M1,M2",CY138746,Yes,1002,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00339/2010
2,"PB1,PB1-F2,PB1-N40",CY138751,Yes,2311,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00339/2010
1,PB2,CY138760,Yes,2307,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00340/2010
8,"NS1,NS2",CY138757,Yes,865,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00340/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138758,Yes,2195,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00340/2010
2,"PB1,PB1-F2,PB1-N40",CY138759,Yes,2316,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00340/2010
7,"M1,M2",CY138754,Yes,1002,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00340/2010
5,NP,CY138756,Yes,1531,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00340/2010
4,HA,CY138753,Yes,1746,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00340/2010
6,NA,CY138755,Yes,1422,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00340/2010
4,HA,CY138761,Yes,1740,H3N8,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00341/2010
8,"NS1,NS2",CY138765,Yes,865,H3N8,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00341/2010
5,NP,CY138764,Yes,1531,H3N8,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00341/2010
2,"PB1,PB1-F2,PB1-N40",CY138767,Yes,2316,H3N8,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00341/2010
6,NA,CY138763,Yes,1424,H3N8,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00341/2010
7,"M1,M2",CY138762,Yes,1002,H3N8,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00341/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138766,Yes,2208,H3N8,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00341/2010
1,PB2,CY138768,Yes,2316,H3N8,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00341/2010
8,"NS1,NS2",CY138789,Yes,865,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00349/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138790,Yes,2208,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00349/2010
1,PB2,CY138792,Yes,2316,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00349/2010
4,HA,CY138785,Yes,1746,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00349/2010
6,NA,CY138787,Yes,1413,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00349/2010
7,"M1,M2",CY138786,Yes,1002,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00349/2010
2,"PB1,PB1-F2,PB1-N40",CY138791,Yes,2316,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00349/2010
5,NP,CY138788,Yes,1531,H1N1,08/08/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00349/2010
2,"PB1,PB1-F2,PB1-N40",CY138832,Yes,2316,mixed,08/09/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00388/2010
8,"NS1,NS2",CY138830,Yes,865,mixed,08/09/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00388/2010
1,PB2,CY138833,Yes,2307,mixed,08/09/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00388/2010
7,"M1,M2",CY138827,Yes,1002,mixed,08/09/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00388/2010
6,NA,CY138828,Yes,1422,(N1),08/09/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00388/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY138831,Yes,2195,mixed,08/09/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00388/2010
4,HA,CY138826,Yes,1740,(H3),08/09/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00388/2010
5,NP,CY138829,Yes,1531,mixed,08/09/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00388/2010
4,HA,CY138825,Yes,1746,(H1),08/09/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00388/2010
5,NP,CY139007,Yes,1536,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
8,"NS1,NS2",CY139008,Yes,853,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
6,NA,CY139005,Yes,1439,(N6),08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
1,PB2,CY139012,Yes,2307,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
1,PB2,CY139013,Yes,2307,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
3,"PA,PA-N155,PA-N182,PA-X,PA-X protein(+61)",CY139010,Yes,2205,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
7,"M1,M2",CY139004,Yes,1002,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
8,"NS1,NS2",CY139009,Yes,865,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
4,HA,CY139003,Yes,1740,(H3),08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
2,"PB1,PB1-F2,PB1-N40",CY139011,Yes,2311,mixed,08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
6,NA,CY139006,Yes,1413,(N8),08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00492/2010
4,HA,CY139015,Yes,1740,(H3),08/12/2010,IRD:Mallard/Avian,Canada,-N/A-,-N/A-,A/mallard/New Brunswick/00494/2010
